City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather,Country,Date
0,Jamestown,42.1,-79.24,46.0,56,1,10.29,clear sky,US,2020-11-29 16:37:53
1,Busselton,-33.65,115.33,54.0,96,55,17.56,broken clouds,AU,2020-11-29 16:47:30
2,Upernavik,72.79,-56.15,7.86,78,100,11.88,overcast clouds,GL,2020-11-29 16:37:49
3,Lufilufi,-13.87,-171.6,75.2,94,75,3.29,broken clouds,WS,2020-11-29 16:38:48
4,Biltine,14.53,20.92,80.33,16,0,8.9,clear sky,TD,2020-11-29 16:47:31
5,Yellowknife,62.46,-114.35,23.0,85,75,12.75,broken clouds,CA,2020-11-29 16:42:46
6,Bluff,-46.6,168.33,53.01,88,100,1.01,overcast clouds,NZ,2020-11-29 16:47:31
7,Finnsnes,69.23,17.98,42.8,88,75,28.86,moderate rain,NO,2020-11-29 16:47:31
8,Kapaa,22.08,-159.32,75.2,78,75,14.99,broken clouds,US,2020-11-29 16:47:31
9,Mataura,-46.19,168.86,53.01,88,100,1.01,overcast clouds,NZ,2020-11-29 16:47:31
10,Vaini,-21.2,-175.2,75.2,83,20,11.41,few clouds,TO,2020-11-29 16:47:31
11,Ribeira Grande,38.52,-28.7,59.0,72,40,4.7,scattered clouds,PT,2020-11-29 16:47:31
12,Saint George,37.1,-113.58,33.8,34,1,4.7,clear sky,US,2020-11-29 16:38:23
13,Ushuaia,-54.8,-68.3,48.2,66,75,20.8,light rain,AR,2020-11-29 16:44:37
14,Chuy,-33.7,-53.46,81.39,61,22,8.5,few clouds,UY,2020-11-29 16:37:48
15,Petropavlovsk-Kamchatskiy,53.05,158.65,15.8,78,75,4.47,broken clouds,RU,2020-11-29 16:37:55
16,Albany,42.6,-73.97,45.0,73,0,1.99,clear sky,US,2020-11-29 16:45:56
17,Lubango,-14.92,13.49,63.73,92,100,4.72,moderate rain,AO,2020-11-29 16:47:32
18,Butaritari,3.07,172.79,80.73,83,26,17.05,moderate rain,KI,2020-11-29 16:47:32
19,Sao Gabriel Da Cachoeira,-0.13,-67.09,84.2,74,40,2.24,scattered clouds,BR,2020-11-29 16:47:32
20,Bredasdorp,-34.53,20.04,68.0,56,0,9.17,clear sky,ZA,2020-11-29 16:37:36
21,Cidreira,-30.18,-50.21,76.75,84,66,5.88,heavy intensity rain,BR,2020-11-29 16:38:24
22,Naryan-Mar,67.67,53.09,20.62,94,100,19.19,overcast clouds,RU,2020-11-29 16:47:33
23,Nieuw Amsterdam,5.88,-55.08,86.0,70,40,2.24,scattered clouds,SR,2020-11-29 16:47:33
24,Iqaluit,63.75,-68.51,-11.2,69,20,12.75,few clouds,CA,2020-11-29 16:43:25
25,Provideniya,64.38,-173.3,15.06,90,73,8.3,broken clouds,RU,2020-11-29 16:37:44
26,New Norfolk,-42.78,147.06,48.99,67,10,2.57,clear sky,AU,2020-11-29 16:47:33
27,Ariquemes,-9.91,-63.04,93.56,45,27,3.31,scattered clouds,BR,2020-11-29 16:47:33
28,Qaanaaq,77.48,-69.36,-16.08,82,91,3.31,overcast clouds,GL,2020-11-29 16:47:33
29,Berwick,41.05,-76.23,46.99,55,0,1.01,clear sky,US,2020-11-29 16:47:33
30,Punta Arenas,-53.15,-70.92,53.6,58,75,31.09,broken clouds,CL,2020-11-29 16:47:34
31,Nikolskoye,59.7,30.79,32.0,94,75,15.66,broken clouds,RU,2020-11-29 16:37:40
32,Rikitea,-23.12,-134.97,76.3,82,96,12.33,overcast clouds,PF,2020-11-29 16:47:34
33,Kaitangata,-46.28,169.85,51.01,77,95,3.0,overcast clouds,NZ,2020-11-29 16:37:44
34,Dunedin,-45.87,170.5,53.01,65,96,4.0,overcast clouds,NZ,2020-11-29 16:47:34
35,Georgetown,5.41,100.34,80.6,88,20,3.36,few clouds,MY,2020-11-29 16:34:30
36,Malmesbury,-33.46,18.73,70.0,63,0,23.04,clear sky,ZA,2020-11-29 16:47:34
37,Barcelona,41.39,2.16,63.0,59,0,4.7,clear sky,ES,2020-11-29 16:43:48
38,Kilindoni,-7.91,39.67,81.91,77,93,10.02,overcast clouds,TZ,2020-11-29 16:38:40
39,Saskylakh,71.92,114.08,12.6,93,98,15.82,overcast clouds,RU,2020-11-29 16:47:34
40,Dunmore East,52.15,-6.99,53.01,93,75,3.49,broken clouds,IE,2020-11-29 16:47:35
41,Tuktoyaktuk,69.45,-133.04,-0.4,84,40,6.93,scattered clouds,CA,2020-11-29 16:37:38
42,Kavaratti,10.57,72.64,82.76,68,14,3.02,few clouds,IN,2020-11-29 16:43:01
43,Port Alfred,-33.59,26.89,65.25,68,0,4.79,clear sky,ZA,2020-11-29 16:47:05
44,Ahipara,-35.17,173.17,63.75,95,100,7.81,overcast clouds,NZ,2020-11-29 16:37:59
45,Orocue,4.79,-71.34,82.58,70,81,4.29,broken clouds,CO,2020-11-29 16:47:35
46,Havre-Saint-Pierre,50.23,-63.6,32.0,95,75,13.87,broken clouds,CA,2020-11-29 16:43:31
47,Touros,-5.2,-35.46,86.0,58,40,20.8,scattered clouds,BR,2020-11-29 16:37:44
48,Carnarvon,-24.87,113.63,69.8,83,40,26.4,scattered clouds,AU,2020-11-29 16:47:35
49,Cap-Aux-Meules,47.38,-61.86,39.2,80,84,19.46,broken clouds,CA,2020-11-29 16:37:46
50,Udachnyy,66.42,112.4,-2.2,84,75,2.24,light snow,RU,2020-11-29 16:37:45
51,Hasaki,35.73,140.83,46.4,87,75,5.82,broken clouds,JP,2020-11-29 16:37:46
52,Trairi,-3.28,-39.27,87.35,54,38,16.33,scattered clouds,BR,2020-11-29 16:47:36
53,Katherine,-14.47,132.27,86.0,58,14,12.75,few clouds,AU,2020-11-29 16:38:46
54,Tongliao,43.61,122.27,7.47,91,0,9.15,clear sky,CN,2020-11-29 16:47:36
55,Hambantota,6.12,81.12,78.8,94,20,6.93,thunderstorm,LK,2020-11-29 16:37:50
56,Port Blair,11.67,92.75,81.18,79,2,15.64,clear sky,IN,2020-11-29 16:35:11
57,Goma,-1.68,29.22,63.28,82,100,1.25,light rain,CD,2020-11-29 16:43:34
58,Hobart,-42.88,147.33,51.8,66,5,6.93,clear sky,AU,2020-11-29 16:45:24
59,Pedasi,7.53,-80.03,81.32,76,5,3.31,light rain,PA,2020-11-29 16:47:37
60,Kodiak,57.79,-152.41,21.2,85,75,6.53,broken clouds,US,2020-11-29 16:36:59
61,Sainte-Marie,-20.9,55.55,75.2,69,75,13.87,broken clouds,RE,2020-11-29 16:47:37
62,Okhotsk,59.38,143.3,3.06,85,88,16.6,overcast clouds,RU,2020-11-29 16:47:37
63,Cape Town,-33.93,18.42,70.0,63,0,23.04,clear sky,ZA,2020-11-29 16:43:31
64,Marzuq,14.4,46.47,64.87,81,1,5.55,clear sky,YE,2020-11-29 16:47:37
65,Manokwari,-0.87,134.08,79.39,79,100,3.06,moderate rain,ID,2020-11-29 16:38:27
66,Torbat-E Jam,35.24,60.62,43.77,61,46,2.57,scattered clouds,IR,2020-11-29 16:47:38
67,Lompoc,34.64,-120.46,46.4,52,1,10.29,clear sky,US,2020-11-29 16:47:28
68,Husavik,66.04,-17.34,28.4,100,75,6.93,broken clouds,IS,2020-11-29 16:47:38
69,Saint-Joseph,-21.37,55.62,77.0,73,75,9.53,broken clouds,RE,2020-11-29 16:47:38
70,Clyde River,70.47,-68.59,-9.4,76,1,6.93,clear sky,CA,2020-11-29 16:47:38
71,Khrebtovaya,56.7,104.25,5.43,96,100,4.63,overcast clouds,RU,2020-11-29 16:47:38
72,Barrow,71.29,-156.79,3.2,84,90,8.05,overcast clouds,US,2020-11-29 16:47:38
73,Trelleborg,55.38,13.16,33.01,87,90,8.05,overcast clouds,SE,2020-11-29 16:47:39
74,Tuy Hoa,13.08,109.3,75.87,90,100,19.37,heavy intensity rain,VN,2020-11-29 16:47:39
75,Shelburne,44.08,-80.2,46.99,85,31,15.93,scattered clouds,CA,2020-11-29 16:38:09
76,Uray,60.12,64.78,9.25,95,0,4.29,clear sky,RU,2020-11-29 16:47:39
77,Viedma,-40.81,-63.0,64.0,30,0,8.99,clear sky,AR,2020-11-29 16:47:39
78,Atuona,-9.8,-139.03,78.64,79,12,21.92,light rain,PF,2020-11-29 16:47:39
79,Opuwo,-18.06,13.84,77.77,44,66,12.71,light rain,NA,2020-11-29 16:38:33
80,Miri,4.41,114.01,75.2,94,40,10.29,scattered clouds,MY,2020-11-29 16:43:19
81,Port Elizabeth,-33.92,25.57,69.8,64,0,5.82,clear sky,ZA,2020-11-29 16:37:44
82,Victor Harbor,-35.57,138.62,59.0,80,60,9.73,broken clouds,AU,2020-11-29 16:47:40
83,Karratha,-20.74,116.85,77.97,68,0,11.79,clear sky,AU,2020-11-29 16:47:40
84,Malakal,9.53,31.66,81.3,18,12,3.94,few clouds,SS,2020-11-29 16:47:40
85,Kavieng,-2.57,150.8,79.3,85,100,23.69,light rain,PG,2020-11-29 16:38:08
86,Arraial Do Cabo,-22.97,-42.03,84.2,65,0,26.4,clear sky,BR,2020-11-29 16:37:47
87,Bubaque,11.28,-15.83,81.34,44,41,7.92,scattered clouds,GW,2020-11-29 16:38:17
88,Esperance,-33.87,121.9,62.6,77,75,9.17,broken clouds,AU,2020-11-29 16:38:23
89,Chokurdakh,70.63,147.92,-6.79,92,95,11.61,overcast clouds,RU,2020-11-29 16:37:58
90,Saint-Philippe,-21.36,55.77,77.0,73,75,11.63,broken clouds,RE,2020-11-29 16:47:40
91,Jagdispur,25.48,84.42,60.8,63,0,3.36,haze,IN,2020-11-29 16:47:40
92,Hilo,19.73,-155.09,68.0,82,40,5.82,light rain,US,2020-11-29 16:43:28
93,Thompson,55.74,-97.86,-0.4,84,20,6.93,few clouds,CA,2020-11-29 16:37:41
94,Coahuayana,18.73,-103.68,77.0,78,40,4.07,scattered clouds,MX,2020-11-29 16:37:52
95,Broken Hill,-31.95,141.43,64.4,34,2,9.17,clear sky,AU,2020-11-29 16:38:11
96,Dali,25.7,100.18,46.35,70,0,1.59,clear sky,CN,2020-11-29 16:47:41
97,Constitucion,-35.33,-72.42,67.12,50,0,18.66,clear sky,CL,2020-11-29 16:33:47
98,Beringovskiy,63.05,179.32,6.51,92,26,11.25,scattered clouds,RU,2020-11-29 16:38:19
99,Puerto Ayora,-0.74,-90.35,75.2,73,75,12.75,broken clouds,EC,2020-11-29 16:42:55
100,Labuhan,-6.88,112.21,75.83,88,100,8.77,moderate rain,ID,2020-11-29 16:47:41
101,Zhelyabovka,45.4,34.76,47.55,72,99,4.47,overcast clouds,UA,2020-11-29 16:47:41
102,Luderitz,-26.65,15.16,68.0,68,0,23.04,clear sky,NA,2020-11-29 16:47:42
103,Bundaberg,-24.85,152.35,75.0,78,75,5.82,broken clouds,AU,2020-11-29 16:47:42
104,Suicheng,33.9,117.93,38.17,74,0,2.77,clear sky,CN,2020-11-29 16:47:42
105,East London,-33.02,27.91,68.0,77,40,5.82,scattered clouds,ZA,2020-11-29 16:47:42
106,Harper,4.38,-7.72,81.05,80,39,8.23,scattered clouds,LR,2020-11-29 16:47:42
107,Mount Gambier,-37.83,140.77,48.2,93,9,5.82,clear sky,AU,2020-11-29 16:38:06
108,Tasiilaq,65.61,-37.64,10.4,66,0,3.36,clear sky,GL,2020-11-29 16:47:42
109,Faanui,-16.48,-151.75,80.76,80,45,11.54,scattered clouds,PF,2020-11-29 16:37:43
110,Russell,32.35,-85.2,59.0,87,90,6.93,light rain,US,2020-11-29 16:38:17
111,Apomu,7.33,4.18,84.49,53,39,2.19,scattered clouds,NG,2020-11-29 16:47:43
112,Keetmanshoop,-26.58,18.13,95.0,8,0,4.7,clear sky,NA,2020-11-29 16:47:43
113,Castro,-24.79,-50.01,77.27,70,98,6.29,overcast clouds,BR,2020-11-29 16:45:59
114,Mae Sai,20.43,99.88,64.0,100,0,3.36,clear sky,TH,2020-11-29 16:47:43
115,Bilma,18.69,12.92,76.33,19,0,6.15,clear sky,NE,2020-11-29 16:47:43
116,Methoni,36.82,21.7,57.99,82,75,3.36,broken clouds,GR,2020-11-29 16:47:43
117,Yeppoon,-23.13,150.73,69.8,83,0,5.44,clear sky,AU,2020-11-29 16:47:44
118,Guerrero Negro,27.98,-114.06,66.97,26,1,0.36,clear sky,MX,2020-11-29 16:37:56
119,Lannion,48.75,-3.42,51.8,93,20,3.36,few clouds,FR,2020-11-29 16:47:44
120,Westport,41.14,-73.36,52.0,49,1,5.82,clear sky,US,2020-11-29 16:38:02
121,Lebu,-37.62,-73.65,57.83,55,0,23.78,clear sky,CL,2020-11-29 16:37:46
122,Katsuura,35.13,140.3,46.4,70,75,6.93,broken clouds,JP,2020-11-29 16:47:44
123,Hamilton,39.18,-84.53,51.01,61,40,6.93,scattered clouds,US,2020-11-29 16:36:09
124,Looc,12.26,121.99,79.97,81,2,14.2,clear sky,PH,2020-11-29 16:47:44
125,Sosnovoborsk,56.13,93.36,-7.6,83,6,2.24,mist,RU,2020-11-29 16:47:44
126,Tateyama,34.98,139.87,46.4,70,75,6.93,broken clouds,JP,2020-11-29 16:47:45
127,Senanga,-16.12,23.27,81.36,50,74,0.13,broken clouds,ZM,2020-11-29 16:47:45
128,Mahebourg,-20.41,57.7,77.0,78,40,8.05,scattered clouds,MU,2020-11-29 16:46:14
129,Maniitsoq,65.42,-52.9,30.22,97,100,18.9,snow,GL,2020-11-29 16:47:45
130,Ponta Do Sol,32.67,-17.1,59.0,72,75,18.34,light intensity shower rain,PT,2020-11-29 16:47:45
131,Marquette,46.53,-87.63,41.0,75,100,12.97,overcast clouds,US,2020-11-29 16:47:45
132,Acapulco,16.86,-99.89,84.2,66,5,3.87,clear sky,MX,2020-11-29 16:38:22
133,Lagoa,39.05,-27.98,59.56,75,99,27.25,light rain,PT,2020-11-29 16:47:46
134,Sasaram,24.95,84.01,64.98,42,0,3.67,clear sky,IN,2020-11-29 16:47:46
135,Korla,41.76,86.15,29.57,89,39,9.93,scattered clouds,CN,2020-11-29 16:37:51
136,Dover,39.16,-75.52,53.6,43,1,4.7,clear sky,US,2020-11-29 16:44:07
137,Guilin,25.28,110.29,50.0,61,75,15.66,broken clouds,CN,2020-11-29 16:47:46
138,Khatanga,71.97,102.5,13.91,95,100,21.39,light snow,RU,2020-11-29 16:47:46
139,Yulara,-25.24,130.99,87.8,25,22,12.75,few clouds,AU,2020-11-29 16:38:42
140,Carbonia,39.17,8.52,62.6,82,40,6.93,scattered clouds,IT,2020-11-29 16:47:46
141,Hithadhoo,-0.6,73.08,82.71,68,54,6.11,broken clouds,MV,2020-11-29 16:47:46
142,Sept-Iles,50.2,-66.38,30.99,92,47,3.36,light snow,CA,2020-11-29 16:44:42
143,West Bay,19.37,-81.42,80.01,74,40,14.99,scattered clouds,KY,2020-11-29 16:47:47
144,Beroroha,-21.67,45.17,82.36,64,91,6.44,light rain,MG,2020-11-29 16:47:47
145,Pisco,-13.7,-76.22,69.8,77,0,10.29,clear sky,PE,2020-11-29 16:47:47
146,Tilichiki,60.47,166.1,2.19,91,0,9.13,clear sky,RU,2020-11-29 16:38:42
147,Timizart,36.8,4.27,55.45,89,79,4.43,light rain,DZ,2020-11-29 16:45:54
148,Xinpu,34.6,119.16,37.65,73,2,4.18,clear sky,CN,2020-11-29 16:47:47
149,Linjiang,41.81,126.91,18.18,85,0,2.06,clear sky,CN,2020-11-29 16:47:47
150,Red Bluff,40.18,-122.24,33.8,69,1,3.36,clear sky,US,2020-11-29 16:47:32
151,Vallenar,-28.57,-70.76,89.13,22,0,9.8,clear sky,CL,2020-11-29 16:47:15
152,Locri,38.24,16.26,63.0,46,70,3.69,broken clouds,IT,2020-11-29 16:47:47
153,Klaksvik,62.23,-6.59,44.6,81,69,14.99,broken clouds,FO,2020-11-29 16:47:48
154,Zeya,53.75,127.27,3.22,85,99,4.54,overcast clouds,RU,2020-11-29 16:47:48
155,Fukue,32.69,128.84,52.74,70,53,22.64,broken clouds,JP,2020-11-29 16:47:48
156,Adrar,20.5,-10.07,75.81,21,95,7.34,overcast clouds,MR,2020-11-29 16:38:14
157,Saint-Pierre,-21.34,55.48,77.0,73,75,4.63,broken clouds,RE,2020-11-29 16:37:52
158,Mareeba,-17.0,145.43,77.0,83,75,2.24,broken clouds,AU,2020-11-29 16:47:48
159,Chirongui,-12.93,45.15,77.0,94,92,4.7,overcast clouds,YT,2020-11-29 16:47:48
160,Rawson,-43.3,-65.1,64.24,28,1,14.47,clear sky,AR,2020-11-29 16:37:54
161,Tiruchchirappalli,10.82,78.68,78.8,88,40,9.17,mist,IN,2020-11-29 16:47:49
162,Ornskoldsvik,63.29,18.72,26.6,100,90,2.24,mist,SE,2020-11-29 16:47:49
163,Makueni,-1.8,37.62,64.62,98,82,3.33,light rain,KE,2020-11-29 16:47:49
164,Borzna,51.25,32.43,33.8,96,99,3.96,overcast clouds,UA,2020-11-29 16:47:49
165,Makakilo City,21.35,-158.09,71.6,78,90,4.7,overcast clouds,US,2020-11-29 16:45:05
166,Los Llanos De Aridane,28.66,-17.92,69.8,52,40,8.05,scattered clouds,ES,2020-11-29 16:47:49
167,Vilyuysk,63.76,121.62,-12.28,89,76,7.36,broken clouds,RU,2020-11-29 16:47:50
168,Teguldet,57.31,88.17,6.22,93,49,3.29,scattered clouds,RU,2020-11-29 16:47:50
169,Norman Wells,65.28,-126.83,-2.2,77,75,8.05,broken clouds,CA,2020-11-29 16:47:50
170,Mahbubnagar,16.73,77.98,69.84,81,0,5.59,clear sky,IN,2020-11-29 16:47:50
171,Narrabri,-30.32,149.78,82.4,32,57,10.29,broken clouds,AU,2020-11-29 16:47:50
172,Nyuksenitsa,60.41,44.24,21.36,95,100,6.31,overcast clouds,RU,2020-11-29 16:47:50
173,Plettenberg Bay,-34.05,23.37,63.3,64,0,5.59,clear sky,ZA,2020-11-29 16:47:50
174,Nicolas De Pierola,-11.95,-76.7,71.6,68,0,8.05,clear sky,PE,2020-11-29 16:47:51
175,Vigrestad,58.57,5.7,42.8,75,75,9.17,broken clouds,NO,2020-11-29 16:47:51
176,Torbay,47.67,-52.73,45.0,100,90,18.34,light rain,CA,2020-11-29 16:35:16
177,Kundiawa,-6.02,144.97,64.17,80,87,2.13,moderate rain,PG,2020-11-29 16:47:51
178,Hobyo,5.35,48.53,79.57,72,23,13.4,few clouds,SO,2020-11-29 16:47:51
179,Klyuchi,52.27,79.17,17.22,95,43,6.51,scattered clouds,RU,2020-11-29 16:47:51
180,Masallatah,32.62,14.0,63.03,46,0,16.67,clear sky,LY,2020-11-29 16:47:51
181,Rabo De Peixe,37.8,-25.58,60.8,77,40,28.86,scattered clouds,PT,2020-11-29 16:47:51
182,Alofi,-19.06,-169.92,77.0,94,100,4.7,moderate rain,NU,2020-11-29 16:38:19
183,Alexandria,31.22,29.96,64.4,72,40,6.93,scattered clouds,EG,2020-11-29 16:46:57
184,Champerico,14.3,-91.92,86.0,62,20,6.93,few clouds,GT,2020-11-29 16:38:21
185,Hervey Bay,-25.3,152.85,75.99,74,0,5.99,clear sky,AU,2020-11-29 16:46:19
186,Avera,33.19,-82.53,55.4,100,90,7.07,overcast clouds,US,2020-11-29 16:42:57
187,Itarema,-2.92,-39.92,87.6,54,48,18.59,scattered clouds,BR,2020-11-29 16:43:52
188,Kemijarvi,66.71,27.43,28.6,97,100,9.51,overcast clouds,FI,2020-11-29 16:43:32
189,Mazatlan,23.22,-106.42,73.0,64,5,2.24,clear sky,MX,2020-11-29 16:47:52
190,Suluq,31.67,20.25,61.12,58,0,4.14,clear sky,LY,2020-11-29 16:47:52
191,Tangshan,39.63,118.18,32.0,63,0,3.85,clear sky,CN,2020-11-29 16:47:53
192,Coquimbo,-29.95,-71.34,64.4,68,0,16.11,clear sky,CL,2020-11-29 16:38:02
193,Umm Lajj,25.02,37.27,75.34,50,0,11.83,clear sky,SA,2020-11-29 16:47:53
194,Kruisfontein,-34.0,24.73,66.0,70,0,3.0,clear sky,ZA,2020-11-29 16:47:53
195,Hornepayne,49.21,-84.77,21.22,92,100,9.8,overcast clouds,CA,2020-11-29 16:47:53
196,Santa Isabel,-23.32,-46.22,89.6,40,0,6.93,clear sky,BR,2020-11-29 16:47:53
197,Churapcha,62.0,132.43,-27.53,86,93,0.29,overcast clouds,RU,2020-11-29 16:47:53
198,Zanjan,36.67,48.48,39.22,84,100,7.83,overcast clouds,IR,2020-11-29 16:47:53
199,San Jose,37.34,-121.89,53.01,69,20,3.36,few clouds,US,2020-11-29 16:45:45
200,Acarau,-2.89,-40.12,88.9,50,48,19.66,scattered clouds,BR,2020-11-29 16:47:54
201,Cayenne,4.93,-52.33,87.8,62,40,13.87,scattered clouds,GF,2020-11-29 16:47:54
202,Airai,-8.93,125.41,62.37,99,17,1.23,few clouds,TL,2020-11-29 16:43:12
203,Ugoofaaru,5.67,73.0,82.89,70,51,9.64,broken clouds,MV,2020-11-29 16:38:49
204,Xique-Xique,-10.82,-42.73,86.58,45,100,6.67,overcast clouds,BR,2020-11-29 16:47:54
205,Mao,39.89,4.27,57.2,87,20,6.93,few clouds,ES,2020-11-29 16:47:54
206,Swift Current,50.28,-107.8,17.6,67,1,17.22,clear sky,CA,2020-11-29 16:43:52
207,Kutum,14.2,24.67,68.0,21,0,10.58,clear sky,SD,2020-11-29 16:38:38
208,Prince Rupert,54.32,-130.32,42.8,86,90,25.28,light rain,CA,2020-11-29 16:43:09
209,Dryden,49.78,-92.75,23.0,92,90,6.93,overcast clouds,CA,2020-11-29 16:37:55
210,Mar Del Plata,-38.0,-57.56,77.0,44,0,17.22,clear sky,AR,2020-11-29 16:47:55
211,Buin,-33.73,-70.75,86.0,28,0,5.82,clear sky,CL,2020-11-29 16:47:55
212,Kapoeta,4.77,33.59,80.96,57,83,5.08,broken clouds,SS,2020-11-29 16:47:55
213,Ewa Beach,21.32,-158.01,71.6,78,90,4.7,overcast clouds,US,2020-11-29 16:38:23
214,Suining,30.51,105.57,50.38,71,22,3.67,few clouds,CN,2020-11-29 16:47:55
215,Urusha,54.05,122.9,1.27,88,19,4.41,few clouds,RU,2020-11-29 16:47:55
216,Barreiras,-12.15,-44.99,86.97,35,100,7.36,overcast clouds,BR,2020-11-29 16:43:28
217,Kolyshley,52.7,44.54,35.01,62,96,14.32,overcast clouds,RU,2020-11-29 16:47:55
218,Liusha,27.21,108.59,37.02,96,57,2.06,broken clouds,CN,2020-11-29 16:47:56
219,Kalmunai,7.42,81.82,78.98,85,100,7.27,light rain,LK,2020-11-29 16:47:56
220,Shirvan,39.95,48.9,45.77,87,100,3.49,light rain,AZ,2020-11-29 16:47:56
221,Yanji,42.91,129.51,18.99,84,0,6.76,clear sky,CN,2020-11-29 16:47:56
222,Liku,-0.73,119.89,75.38,81,84,1.95,light rain,ID,2020-11-29 16:47:56
223,Vestmanna,62.16,-7.17,44.6,81,74,14.99,light rain,FO,2020-11-29 16:47:56
224,Verkhnevilyuysk,63.45,120.32,-12.86,89,75,6.15,broken clouds,RU,2020-11-29 16:47:56
225,Ilulissat,69.22,-51.1,26.6,73,90,18.34,light snow,GL,2020-11-29 16:47:56
226,Antofagasta,-23.65,-70.4,68.0,72,20,13.87,few clouds,CL,2020-11-29 16:47:57
227,Nchelenge,-9.35,28.73,74.71,76,31,5.86,light rain,ZM,2020-11-29 16:47:57
228,Ballina,-28.87,153.57,71.6,83,90,17.22,overcast clouds,AU,2020-11-29 16:47:57
229,Salalah,17.02,54.09,78.8,69,75,8.05,broken clouds,OM,2020-11-29 16:43:51
230,Avarua,-21.21,-159.78,77.0,100,89,5.82,light rain,CK,2020-11-29 16:47:57
231,Palm Coast,29.59,-81.21,73.99,88,40,2.48,mist,US,2020-11-29 16:47:13
232,Oxelosund,58.67,17.1,30.2,92,75,6.93,broken clouds,SE,2020-11-29 16:47:57
