City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather,Country,Date
468,Southampton,50.9,-1.4,46.99,93,75,4.7,broken clouds,GB,2020-11-29 16:43:40
469,Jacqueville,5.21,-4.41,84.2,79,20,9.17,few clouds,CI,2020-11-29 16:48:24
470,Broome,42.25,-75.83,46.99,61,0,4.0,clear sky,US,2020-11-29 16:48:25
471,Brigantine,39.41,-74.36,52.0,40,1,6.93,clear sky,US,2020-11-29 16:46:47
472,Dwarka,22.24,68.97,77.61,57,0,9.46,clear sky,IN,2020-11-29 16:48:25
473,Umtata,-31.59,28.78,62.6,77,75,5.82,broken clouds,ZA,2020-11-29 16:48:25
474,Port Maria,18.37,-76.89,87.01,76,1,8.99,clear sky,JM,2020-11-29 16:48:25
475,Pampa,35.54,-100.96,41.0,86,90,24.16,overcast clouds,US,2020-11-29 16:48:25
476,Tokur,53.13,132.9,-14.89,89,55,1.1,broken clouds,RU,2020-11-29 16:48:25
477,Aklavik,68.22,-135.01,-4.0,83,100,2.24,overcast clouds,CA,2020-11-29 16:48:25
478,Beckum,51.75,8.03,32.0,73,12,1.01,few clouds,DE,2020-11-29 16:48:25
479,Kapit,2.02,112.93,73.85,95,100,1.72,light rain,MY,2020-11-29 16:38:46
480,Valparaiso,-33.04,-71.63,80.6,30,0,16.11,clear sky,CL,2020-11-29 16:38:46
481,Yazman,29.12,71.74,68.77,22,0,6.29,clear sky,PK,2020-11-29 16:48:26
482,High Rock,26.62,-78.28,78.8,61,75,6.93,broken clouds,BS,2020-11-29 16:48:26
483,Half Moon Bay,37.46,-122.43,46.4,65,1,4.7,clear sky,US,2020-11-29 16:48:26
484,Kashi,39.45,75.98,28.4,79,20,4.47,few clouds,CN,2020-11-29 16:48:26
485,Dzilam Gonzalez,21.28,-88.93,83.34,58,1,5.75,clear sky,MX,2020-11-29 16:48:26
486,Sabang,5.89,95.32,79.77,76,100,7.56,overcast clouds,ID,2020-11-29 16:48:26
487,Ikom,5.97,8.71,83.26,55,97,2.64,overcast clouds,NG,2020-11-29 16:48:26
488,Sirari,-1.23,34.43,64.4,93,100,3.44,moderate rain,TZ,2020-11-29 16:48:26
489,Manawar,22.23,75.08,74.61,49,0,3.51,clear sky,IN,2020-11-29 16:48:26
490,Xingyi,24.19,102.82,46.63,95,34,2.48,scattered clouds,CN,2020-11-29 16:48:27
491,Faya,18.39,42.45,62.6,77,0,2.48,clear sky,SA,2020-11-29 16:43:28
492,Koutiala,12.39,-5.46,94.1,17,17,7.14,few clouds,ML,2020-11-29 16:48:27
493,Catuday,16.29,119.81,78.55,77,20,8.99,few clouds,PH,2020-11-29 16:48:27
494,Sampit,-2.53,112.95,72.39,97,100,2.39,light rain,ID,2020-11-29 16:48:27
495,Manbij,36.53,37.95,51.8,71,0,9.17,clear sky,SY,2020-11-29 16:43:35
496,Rioja,-29.41,-66.85,93.58,35,1,7.11,light rain,AR,2020-11-29 16:45:16
497,Kawalu,-7.38,108.21,71.22,92,100,0.34,overcast clouds,ID,2020-11-29 16:48:27
498,Rio Grande,-32.03,-52.1,84.2,62,75,6.93,broken clouds,BR,2020-11-29 16:34:10
499,Pendencias,-5.26,-36.72,92.62,43,67,16.87,broken clouds,BR,2020-11-29 16:48:28
500,Eirunepe,-6.66,-69.87,93.25,51,97,2.28,light rain,BR,2020-11-29 16:48:28
501,Sabha,27.04,14.43,59.67,32,32,6.15,scattered clouds,LY,2020-11-29 16:48:28
502,Haines Junction,60.75,-137.51,30.2,92,97,2.24,snow,CA,2020-11-29 16:43:35
503,Agadir,30.42,-9.6,68.0,52,75,4.7,broken clouds,MA,2020-11-29 16:44:22
504,Rapid Valley,44.06,-103.15,33.01,46,1,21.92,clear sky,US,2020-11-29 16:48:28
505,Ancud,-41.87,-73.82,60.01,62,90,3.36,overcast clouds,CL,2020-11-29 16:43:34
506,Mendi,-6.18,143.65,56.53,99,100,2.48,light rain,PG,2020-11-29 16:48:28
507,Maragogi,-9.01,-35.22,81.64,61,31,12.28,scattered clouds,BR,2020-11-29 16:48:28
508,Sestao,43.31,-3.01,62.6,67,0,5.82,clear sky,ES,2020-11-29 16:48:28
509,Gerash,27.67,54.14,62.6,55,40,4.7,scattered clouds,IR,2020-11-29 16:48:29
510,Kysyl-Syr,63.9,122.76,-10.61,90,100,6.85,overcast clouds,RU,2020-11-29 16:38:41
511,Mulchen,-37.72,-72.23,68.0,12,0,18.34,clear sky,CL,2020-11-29 16:48:29
512,Bolobo,-2.17,16.23,79.43,63,34,3.0,scattered clouds,CD,2020-11-29 16:48:29
513,Ferrol,43.48,-8.24,59.0,80,100,6.29,overcast clouds,ES,2020-11-29 16:48:29
514,Matara,5.95,80.54,77.63,87,95,2.75,overcast clouds,LK,2020-11-29 16:48:29
515,Feijo,-8.16,-70.35,93.29,44,95,3.56,overcast clouds,BR,2020-11-29 16:48:29
516,Ilo,-17.64,-71.34,70.25,71,94,9.06,overcast clouds,PE,2020-11-29 16:43:50
517,Danielskuil,-28.19,23.54,79.83,30,60,6.8,broken clouds,ZA,2020-11-29 16:48:29
518,Axim,4.87,-2.24,81.16,82,62,7.36,light rain,GH,2020-11-29 16:48:29
519,Llanes,43.42,-4.75,61.0,74,62,2.68,broken clouds,ES,2020-11-29 16:48:30
520,Tipuani,-15.56,-68.02,92.48,43,38,2.1,light rain,BO,2020-11-29 16:48:30
521,Saldanha,-33.01,17.94,69.8,52,0,20.8,clear sky,ZA,2020-11-29 16:48:30
522,Mikkeli,61.69,27.27,30.2,92,90,4.7,overcast clouds,FI,2020-11-29 16:48:30
523,Saint Anthony,45.02,-93.22,37.0,51,90,18.34,overcast clouds,US,2020-11-29 16:48:30
524,Namatanai,-3.67,152.43,77.14,87,100,11.83,light rain,PG,2020-11-29 16:48:30
525,Las Palmas,28.42,-14.01,66.2,82,75,10.29,broken clouds,ES,2020-11-29 16:48:31
526,Kununurra,-15.77,128.73,84.2,74,57,3.36,light rain,AU,2020-11-29 16:38:36
527,Sitka,57.05,-135.33,42.8,75,90,11.41,overcast clouds,US,2020-11-29 16:48:31
528,Douentza,15.0,-2.95,91.0,14,0,6.38,clear sky,ML,2020-11-29 16:48:31
529,Sistranda,63.73,8.83,35.6,80,0,24.16,clear sky,NO,2020-11-29 16:48:31
530,Amapa,1.0,-52.0,82.89,87,58,3.67,broken clouds,BR,2020-11-29 16:48:31
531,Bonavista,48.65,-53.11,41.0,100,100,8.05,overcast clouds,CA,2020-11-29 16:44:11
532,Lagunas,-5.23,-75.68,86.88,69,72,2.17,moderate rain,PE,2020-11-29 16:48:32
533,Bemidji,47.47,-94.88,23.0,73,90,21.92,overcast clouds,US,2020-11-29 16:48:32
534,Sechura,-5.56,-80.82,78.24,55,96,10.63,overcast clouds,PE,2020-11-29 16:48:32
535,Jalu,29.03,21.55,65.52,28,0,10.36,clear sky,LY,2020-11-29 16:48:32
536,Stornoway,58.21,-6.39,48.2,81,40,17.22,scattered clouds,GB,2020-11-29 16:48:32
537,Quzhou,28.96,118.87,47.95,79,100,6.2,overcast clouds,CN,2020-11-29 16:48:32
538,Dori,14.04,-0.03,92.75,18,0,6.8,clear sky,BF,2020-11-29 16:48:28
539,Okha,53.57,142.95,21.52,94,100,11.65,overcast clouds,RU,2020-11-29 16:48:33
540,San Carlos De Bariloche,-41.15,-71.31,55.4,32,20,21.92,few clouds,AR,2020-11-29 16:47:25
541,Borba,-4.39,-59.59,95.18,45,100,3.11,moderate rain,BR,2020-11-29 16:48:33
542,Nongan,44.38,125.17,6.8,77,0,8.95,clear sky,CN,2020-11-29 16:48:33
543,Nishihara,26.18,127.76,68.0,60,20,16.11,few clouds,JP,2020-11-29 16:48:33
544,Preston,53.77,-2.72,48.2,93,90,3.78,mist,GB,2020-11-29 16:48:33
545,Ferkessedougou,9.6,-5.2,94.8,27,5,5.73,clear sky,CI,2020-11-29 16:48:33
546,Berezovyy,51.67,135.7,3.78,90,74,2.44,broken clouds,RU,2020-11-29 16:48:33
547,Olafsvik,64.89,-23.71,34.18,89,97,18.12,overcast clouds,IS,2020-11-29 16:48:34
548,Dolores,-36.31,-57.68,92.59,26,5,13.69,clear sky,AR,2020-11-29 16:48:34
549,Bandarbeyla,9.49,50.81,77.72,77,2,16.11,clear sky,SO,2020-11-29 16:48:34
550,Bintulu,3.17,113.03,75.2,94,40,5.82,scattered clouds,MY,2020-11-29 16:38:48
551,Lorengau,-2.02,147.27,82.4,80,92,7.18,heavy intensity rain,PG,2020-11-29 16:48:34
552,Nome,64.5,-165.41,12.2,66,1,11.41,clear sky,US,2020-11-29 16:38:46
553,Orlik,52.52,99.83,-6.66,78,22,1.25,few clouds,RU,2020-11-29 16:48:34
554,Lar,26.2,83.97,66.33,36,0,5.17,clear sky,IN,2020-11-29 16:48:34
555,Naze,28.37,129.48,64.4,59,90,19.46,overcast clouds,JP,2020-11-29 16:48:34
556,Laguna,38.42,-121.42,37.4,86,1,1.25,clear sky,US,2020-11-29 16:43:48
557,Mogoytuy,51.28,114.92,2.01,89,0,4.18,clear sky,RU,2020-11-29 16:48:35
558,Bayir,37.27,28.22,59.0,82,75,1.12,broken clouds,TR,2020-11-29 16:48:35
559,Piranhas,-16.43,-51.82,94.39,32,2,7.11,clear sky,BR,2020-11-29 16:48:35
560,Amsterdam,52.37,4.89,35.01,86,20,4.65,few clouds,NL,2020-11-29 16:48:02
561,Ruwi,23.6,58.55,73.4,64,0,3.36,clear sky,OM,2020-11-29 16:48:35
562,Palmer,42.16,-72.33,48.0,45,1,4.7,clear sky,US,2020-11-29 16:35:47
563,Albania,41.0,20.0,53.6,71,90,5.82,light intensity drizzle,AL,2020-11-29 16:48:35
564,Tutoia,-2.76,-42.27,86.65,61,44,14.25,scattered clouds,BR,2020-11-29 16:48:35
565,Vila Velha,-20.33,-40.29,82.4,61,40,12.75,scattered clouds,BR,2020-11-29 16:43:49
566,Mosquera,4.71,-74.23,66.2,52,40,9.17,scattered clouds,CO,2020-11-29 16:48:36
567,Amuntai,-2.42,115.25,73.56,97,100,0.81,light rain,ID,2020-11-29 16:48:36
568,Atar,20.52,-13.05,81.91,16,82,7.47,broken clouds,MR,2020-11-29 16:46:01
569,Fairbanks,64.84,-147.72,14.0,84,20,1.63,few clouds,US,2020-11-29 16:45:03
570,Kurbnesh,41.78,20.08,53.6,71,90,5.82,light intensity drizzle,AL,2020-11-29 16:48:36
571,Siyabuswa,-25.11,29.04,81.54,42,90,0.94,overcast clouds,ZA,2020-11-29 16:48:36
572,Bedele,8.46,36.35,57.83,92,69,3.89,moderate rain,ET,2020-11-29 16:48:36
573,Shahreza,32.03,51.88,49.69,74,88,2.13,overcast clouds,IR,2020-11-29 16:48:36
574,Glens Falls,43.31,-73.64,46.0,57,0,3.0,clear sky,US,2020-11-29 16:48:36
575,Gurupa,-1.41,-51.64,90.3,56,29,5.01,scattered clouds,BR,2020-11-29 16:48:36
576,Hobbs,32.7,-103.14,46.0,70,40,14.99,scattered clouds,US,2020-11-29 16:47:27
577,Bathsheba,13.22,-59.52,86.0,74,20,18.34,few clouds,BB,2020-11-29 16:44:15
578,Manaure,11.78,-72.44,85.6,70,100,18.14,overcast clouds,CO,2020-11-29 16:48:37
579,Kahului,20.89,-156.47,69.8,77,1,4.7,clear sky,US,2020-11-29 16:47:57
580,Bahia Blanca,-38.72,-62.27,75.13,24,32,18.05,scattered clouds,AR,2020-11-29 16:48:37
581,Parnamirim,-5.92,-35.26,86.0,58,75,21.92,broken clouds,BR,2020-11-29 16:48:37
582,Batagay-Alyta,67.8,130.41,-5.98,80,0,3.15,clear sky,RU,2020-11-29 16:48:37
583,La Romana,18.43,-68.97,84.2,70,40,6.93,scattered clouds,DO,2020-11-29 16:48:31
584,Kirovskiy,45.09,133.51,6.19,93,63,3.53,broken clouds,RU,2020-11-29 16:48:38
585,Kharp,66.8,65.81,15.98,93,100,8.32,overcast clouds,RU,2020-11-29 16:48:38
586,Thunder Bay,48.4,-89.32,32.0,92,90,9.17,overcast clouds,CA,2020-11-29 16:48:38
587,Tura,25.52,90.22,62.28,79,0,4.12,clear sky,IN,2020-11-29 16:48:38
588,Dingle,11.0,122.67,75.22,92,13,6.78,few clouds,PH,2020-11-29 16:48:38
589,Soyo,-6.13,12.37,80.11,83,84,8.12,broken clouds,AO,2020-11-29 16:48:38
590,Nantucket,41.28,-70.1,51.8,43,1,8.05,clear sky,US,2020-11-29 16:48:38
591,Yondo,7.01,-73.91,91.02,52,20,2.26,few clouds,CO,2020-11-29 16:48:38
592,Shingu,33.73,135.98,46.62,82,0,7.34,clear sky,JP,2020-11-29 16:48:39
593,Seoul,37.57,126.98,28.4,68,1,5.23,clear sky,KR,2020-11-29 16:46:11
594,Tukrah,32.53,20.58,62.2,57,0,11.56,clear sky,LY,2020-11-29 16:48:39
595,Mokhsogollokh,61.47,128.92,-13.83,89,100,2.66,overcast clouds,RU,2020-11-29 16:48:39
596,Mantamados,39.31,26.33,60.8,59,20,4.7,few clouds,GR,2020-11-29 16:48:39
597,Hwange,-18.37,26.5,81.97,50,79,3.36,broken clouds,ZW,2020-11-29 16:48:39
598,Camocim,-2.9,-40.84,92.12,43,14,15.1,few clouds,BR,2020-11-29 16:48:39
599,Viransehir,37.24,39.76,52.83,53,0,3.85,clear sky,TR,2020-11-29 16:48:39
600,Hutang,31.53,119.48,39.0,70,85,1.01,overcast clouds,CN,2020-11-29 16:48:39
601,Kuching,1.55,110.33,75.2,94,40,2.51,scattered clouds,MY,2020-11-29 16:48:40
602,Goderich,43.75,-81.72,42.8,75,0,13.87,clear sky,CA,2020-11-29 16:45:04
603,Colesberg,-30.72,25.1,77.45,17,0,8.08,clear sky,ZA,2020-11-29 16:48:40
604,Tacoronte,28.48,-16.41,66.99,87,75,4.7,broken clouds,ES,2020-11-29 16:48:40
605,Lata,40.16,-8.33,60.01,74,100,5.5,overcast clouds,PT,2020-11-29 16:48:40
606,Baykit,61.67,96.37,0.79,88,32,3.69,scattered clouds,RU,2020-11-29 16:43:57
607,Koungou,-12.73,45.2,77.0,94,96,4.7,light rain,YT,2020-11-29 16:48:40
608,Rio Gallegos,-51.62,-69.22,60.8,31,40,38.03,scattered clouds,AR,2020-11-29 16:48:40
609,Cerignola,41.26,15.9,59.0,93,75,12.75,mist,IT,2020-11-29 16:48:40
610,Gogrial,8.53,28.1,82.29,21,26,5.08,scattered clouds,SS,2020-11-29 16:48:41
611,Santa Marta,11.24,-74.2,88.0,72,100,1.01,light rain,CO,2020-11-29 16:44:21
612,Henties Bay,-22.12,14.28,60.01,84,2,10.74,clear sky,NA,2020-11-29 16:48:41
613,Flinders,-34.58,150.86,64.0,73,31,9.28,scattered clouds,AU,2020-11-29 16:48:41
614,Parga,39.28,20.4,60.01,72,75,13.44,broken clouds,GR,2020-11-29 16:48:41
615,Namtsy,62.72,129.67,-27.4,74,0,2.24,clear sky,RU,2020-11-29 16:48:41
616,Pudozh,61.81,36.53,17.26,97,8,4.97,clear sky,RU,2020-11-29 16:48:41
617,Green Valley,31.85,-110.99,57.99,35,1,6.93,clear sky,US,2020-11-29 16:48:41
618,Ayan,56.45,138.17,3.29,87,42,15.14,scattered clouds,RU,2020-11-29 16:48:41
619,Quatre Cocos,-20.21,57.76,77.0,78,40,8.05,scattered clouds,MU,2020-11-29 16:48:42
620,Christchurch,-43.53,172.63,55.0,87,95,12.75,overcast clouds,NZ,2020-11-29 16:43:48
621,Praia,14.92,-23.51,78.8,47,75,10.29,broken clouds,CV,2020-11-29 16:48:42
622,Chateauroux,46.82,1.7,37.4,86,90,11.41,overcast clouds,FR,2020-11-29 16:48:42
623,Manta,-0.95,-80.73,77.0,78,90,6.93,overcast clouds,EC,2020-11-29 16:48:42
624,Chapais,49.78,-74.85,28.4,79,90,3.36,overcast clouds,CA,2020-11-29 16:47:25
625,Rayong,12.83,101.43,78.01,78,20,3.36,few clouds,TH,2020-11-29 16:48:42
626,Saint-Georges,12.06,-61.75,82.4,83,75,20.8,light intensity shower rain,GD,2020-11-29 16:48:42
627,Kijang,35.24,129.21,35.6,59,0,5.82,clear sky,KR,2020-11-29 16:48:42
628,Aborlan,9.44,118.55,78.93,85,98,7.18,light rain,PH,2020-11-29 16:48:43
629,Badvel,14.75,79.05,72.34,91,93,5.77,overcast clouds,IN,2020-11-29 16:48:43
630,Giyani,-23.3,30.72,72.09,86,49,14.58,moderate rain,ZA,2020-11-29 16:48:43
631,Quang Ngai,15.12,108.8,74.26,91,100,11.86,moderate rain,VN,2020-11-29 16:48:43
632,Key West,24.56,-81.78,82.0,69,40,8.05,scattered clouds,US,2020-11-29 16:44:05
633,Channapatna,12.65,77.22,71.01,100,75,3.36,light intensity drizzle,IN,2020-11-29 16:48:43
634,Ibra,22.69,58.53,59.79,61,0,0.74,clear sky,OM,2020-11-29 16:48:43
635,Aginskoye,51.1,114.53,5.79,91,0,8.05,clear sky,RU,2020-11-29 16:38:49
636,Tocopilla,-22.09,-70.2,72.95,47,16,9.24,few clouds,CL,2020-11-29 16:48:43
637,Itupiranga,-5.13,-49.33,87.8,62,75,6.93,light rain,BR,2020-11-29 16:48:43
638,Kyabram,-36.32,145.05,55.99,75,0,3.0,clear sky,AU,2020-11-29 16:48:44
639,Edson,53.58,-116.44,17.6,78,40,5.82,scattered clouds,CA,2020-11-29 16:48:44
640,Alausi,-2.2,-78.83,55.56,78,77,1.66,light rain,EC,2020-11-29 16:48:44
641,Ha Giang,22.83,104.98,61.05,79,45,0.13,scattered clouds,VN,2020-11-29 16:48:44
642,San Ramon,37.78,-121.98,50.0,69,1,3.33,clear sky,US,2020-11-29 16:48:44
643,Kabo,7.7,18.63,83.84,26,8,2.93,clear sky,CF,2020-11-29 16:48:44
644,Tynda,55.17,124.72,-9.63,86,20,3.69,few clouds,RU,2020-11-29 16:48:44
645,Charters Towers,-20.1,146.27,67.26,93,5,7.0,clear sky,AU,2020-11-29 16:48:44
646,Kristiansund,63.11,7.73,41.0,56,75,11.41,broken clouds,NO,2020-11-29 16:48:45
647,Zlobin,45.29,14.65,43.0,41,0,16.11,clear sky,HR,2020-11-29 16:48:45
648,Pervomaysk,48.04,30.85,36.72,90,100,3.76,overcast clouds,UA,2020-11-29 16:48:45
649,Merritt,50.11,-120.79,33.8,92,90,3.13,overcast clouds,CA,2020-11-29 16:45:04
650,Burnie,-41.07,145.92,46.0,94,2,3.0,clear sky,AU,2020-11-29 16:48:45
651,Gat,31.61,34.76,63.0,100,0,1.99,clear sky,IL,2020-11-29 16:36:04
652,Qitaihe,45.8,130.85,4.39,90,1,4.81,clear sky,CN,2020-11-29 16:48:45
653,Bang Saphan,11.21,99.51,81.0,68,0,12.33,clear sky,TH,2020-11-29 16:48:45
654,Shetpe,44.17,52.12,33.84,82,99,22.46,overcast clouds,KZ,2020-11-29 16:48:45
655,Tubuala,9.52,-79.03,86.0,84,40,8.05,scattered clouds,PA,2020-11-29 16:48:45
656,Smolenka,52.14,113.5,-2.2,77,5,2.24,clear sky,RU,2020-11-29 16:48:46
657,Jinchang,38.5,102.17,25.36,85,100,7.25,overcast clouds,CN,2020-11-29 16:48:46
658,Toktogul,41.87,72.94,27.37,77,0,2.93,clear sky,KG,2020-11-29 16:48:46
659,Teya,60.38,92.63,6.1,88,2,3.51,clear sky,RU,2020-11-29 16:48:46
660,Lincoln,40.8,-96.67,39.0,51,1,28.86,clear sky,US,2020-11-29 16:46:00
661,Ormara,25.21,64.64,75.0,45,0,3.33,clear sky,PK,2020-11-29 16:48:46
662,Aksu,41.12,80.26,24.39,82,0,3.31,clear sky,CN,2020-11-29 16:48:46
663,Buritis,-15.62,-46.42,82.09,52,92,7.34,overcast clouds,BR,2020-11-29 16:48:46
664,Foso,5.7,-1.29,79.84,88,93,3.83,light rain,GH,2020-11-29 16:48:46
665,Darab,28.75,54.54,62.76,31,79,3.71,broken clouds,IR,2020-11-29 16:48:47
666,Tautira,-17.73,-149.15,78.8,78,75,5.82,broken clouds,PF,2020-11-29 16:48:47
667,Oranjemund,-28.55,16.43,62.46,77,0,17.07,clear sky,NA,2020-11-29 16:48:47
668,Yashan,22.2,109.94,61.7,59,92,8.3,overcast clouds,CN,2020-11-29 16:48:47
669,Bikin,46.82,134.26,5.56,93,6,3.56,clear sky,RU,2020-11-29 16:48:18
670,Zyryanka,65.75,150.85,-16.04,88,37,4.36,scattered clouds,RU,2020-11-29 16:48:47
671,Sedona,34.87,-111.76,51.8,18,1,4.7,clear sky,US,2020-11-29 16:48:47
672,Allapalli,19.42,80.07,70.2,68,6,2.44,clear sky,IN,2020-11-29 16:48:47
673,Macusani,-14.08,-70.43,46.0,74,99,9.91,light rain,PE,2020-11-29 16:48:47
674,Ponta Delgada,37.73,-25.67,60.8,77,40,28.86,scattered clouds,PT,2020-11-29 16:48:47
675,Baruun-Urt,46.68,113.28,-0.06,88,0,6.4,clear sky,MN,2020-11-29 16:48:48
676,Zhengjiatun,43.51,123.51,7.43,91,0,8.16,clear sky,CN,2020-11-29 16:48:48
677,Abu Samrah,35.3,37.18,56.77,62,0,4.59,clear sky,SY,2020-11-29 16:48:48
678,Pokaran,26.92,71.92,65.46,24,0,5.08,clear sky,IN,2020-11-29 16:48:48
679,Porto Seguro,-16.45,-39.06,78.8,74,40,10.29,scattered clouds,BR,2020-11-29 16:48:48
680,Kailua,21.4,-157.74,73.0,78,40,4.7,scattered clouds,US,2020-11-29 16:48:48
681,Krasnoarmeysk,51.02,45.7,28.0,89,68,14.0,broken clouds,RU,2020-11-29 16:48:48
682,Mahanoro,-19.9,48.8,76.41,83,0,9.4,clear sky,MG,2020-11-29 16:48:48
683,Sobolevo,54.43,31.9,32.43,97,100,6.4,light rain,RU,2020-11-29 16:48:48
684,Kolondieba,11.09,-6.89,94.8,18,0,3.13,clear sky,ML,2020-11-29 16:48:48
685,Vaitape,-16.52,-151.75,81.63,79,44,11.56,scattered clouds,PF,2020-11-29 16:48:49
686,San Quintin,30.48,-115.95,65.12,31,0,0.96,clear sky,MX,2020-11-29 16:48:49
687,Erzincan,39.75,39.5,32.0,71,0,3.36,clear sky,TR,2020-11-29 16:48:49
688,Loreto,22.27,-101.97,69.19,29,0,6.78,clear sky,MX,2020-11-29 16:48:49
689,Chalchihuites,23.48,-103.88,61.27,38,3,4.25,clear sky,MX,2020-11-29 16:48:49
690,Lampa,-33.28,-70.9,87.01,28,0,6.93,clear sky,CL,2020-11-29 16:48:49
691,Velyka Mykhaylivka,47.08,29.85,37.09,80,100,3.74,overcast clouds,UA,2020-11-29 16:48:49
692,Ca Mau,9.18,105.15,73.36,95,79,4.65,moderate rain,VN,2020-11-29 16:48:49
693,Malyn,50.77,29.24,32.0,92,98,4.47,overcast clouds,UA,2020-11-29 16:48:49
694,Qiongshan,20.01,110.35,69.8,73,75,11.18,broken clouds,CN,2020-11-29 16:48:50
695,Aduturai,11.01,79.48,75.11,93,28,6.82,scattered clouds,IN,2020-11-29 16:48:50
696,Dhidhdhoo,6.88,73.1,83.57,69,49,9.71,scattered clouds,MV,2020-11-29 16:48:50
697,Muros,42.78,-9.06,57.99,78,100,1.99,overcast clouds,ES,2020-11-29 16:48:50
698,Hermosillo,29.07,-110.97,64.99,29,0,1.01,clear sky,MX,2020-11-29 16:48:37
699,Chifeng,42.27,118.96,5.7,86,0,6.62,clear sky,CN,2020-11-29 16:48:50
700,Yar-Sale,66.83,70.83,17.17,94,100,19.13,overcast clouds,RU,2020-11-29 16:48:50
701,Liberia,6.5,-9.5,81.21,79,93,4.47,light rain,LR,2020-11-29 16:48:50
702,Korcula,42.96,17.14,58.68,58,73,14.34,broken clouds,HR,2020-11-29 16:48:51
703,Banda Aceh,5.56,95.32,78.13,81,100,4.05,overcast clouds,ID,2020-11-29 16:46:41
704,Maryborough,-25.53,152.7,75.99,74,0,5.99,clear sky,AU,2020-11-29 16:48:51
705,Sakakah,29.97,40.21,59.0,62,0,6.93,clear sky,SA,2020-11-29 16:48:51
